Headline,Score,Name,Country,Region,Continent,Site,Collected
Marcelo Ebrard presented the first car in the world made exclusively by women,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Cuban doctor gunned down in Ecatepec, State of Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Video: Between hijackings and vehicle accidents the Mexico-Querétaro toll Highway is fast becoming one of Mexico most dangerous roads,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Record low water levels at the Valle de Bravo Dam reservoir,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
200 Central American illegal immigrants found crammed inside a State of Mexico warehouse,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Lucha Libre wrestlers are also becoming victims of organized crime in Guanajuato,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
General Motors Co’s Silao plant that makes GMC and Chevrolet pick-up trucks to stop production,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Guanajuato: a colonial city full of treasures in Central Mexico (VIDEO),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"FedEx Express Corporation opened a new distribution center in León, Guanajuato",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
A total of 25 Oxxo convenience stores were set on fire in one day,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Iconic Virgin image gets rehab after an earthquake in Guerrero, Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
The son of a murdered journalist was also gunned down in...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Journalist Freddy Roman was murdered after publishing an article about official’s...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Energy sector transition in the Mexican state of Hidalgo goes forward...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Julio Ramón Menchaca Salazar is officially Hidalgo’s new governor-elect,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
8 killed in violent clash at Cruz Azul cement plant in...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"New office to process passports to open in Puerto Vallarta, Jalisco",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
A Viva Aerobus aircraft engine catches fire in mid-flight from Guadalajara...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
The daughter of the mayor of Tacámbaro is arrested in the US for not declaring 250 thousand dollars and two weapons,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
164 hit men from a cartel that operates in Michoacan arrested,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"23 bodies found in pits near thermal springs in Michoacan, Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Michoacan residents flee the violence of drug cartels,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Mexican Catholic priest brutally beaten by alleged hitman in Michoacan,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
FedEx Express signs a Collaboration Agreement with the state of Morelos,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Six injured after the explosion at the “Industrias Tecnos” cartridge factory in Cuernavaca, Morelos",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
US Ambassador Ken Salazar visits the governor of Morelos Cuauhtémoc Blanco,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"The femicide of a 14-year-old girl shocks Morelos, she was stabbed 30 times by her boyfriend",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Marieta Islands: a group of small uninhabited islands off the coast of Nayarit (VIDEO),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Sinaloa and Nayarit are part of the Eighth Naval Region,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"The first group of Cuban doctors hired by AMLO arrives in Nayarit, Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Puerto Vallarta Velas hotels closed for playing music without copyright authorization,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Santa Catarina River comes alive after heavy rains in Nuevo León...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
LEGO expands its Nuevo León facility with an investment of 507...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
The lack of water in Monterrey threatens the booming real estate...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
VIDEO: Fallen soldier! Young man goes to the University with a mariachi...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Faced with a setback to the Anti-PET law, they ask to...",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Authorities in Oaxaca open probe into woman’s death in police custody,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Puebla: architecture, art, culture, pottery, and gastronomy (VIDEO)",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Mexican authorities detain 688 illegal migrants in Puebla,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
HAY Festival in Queretaro to be held from September 1st to 4th,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Dog killer declared guilty in murder of Athos and Tango in Queretaro,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Beaches of Tamaulipas will be under 5 hours from Queretaro with the new Tam-Bajío highway,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
British tourist detained in the Cancun airport carrying drug shipment in her luggage,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Spinning waterspout in Playa del Carmen caught on video (VIDEO),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Quintana Roo based company is transforming sargassum into organic fertilizer,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
AMLO administrations cancelled allocation for highway 57 alternate route construction,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
San Luis Potosi firfighters put out a fire at the Televisora ​​Potosina for the fourth time this month,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Rodrigo de Colombres in the first place of the Trucks Mexico Series,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
San Luis Potosi police officers gunned down thirteen alleged cartel members,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Pet Adoption Campaign in San Luis Potosi,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Culiacán rains leave at least 100 millimeters of water in three hours on Tuesday, August 30th",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Sinaloa radio host found floating in a canal in Mazatlan,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Unprecedented: 25 pesos per kilo of tortilla in the state of Sinaloa,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Sonora goes from extreme drought to floods: there are 13 dead,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Confrontation between army and armed civilians leaves two dead in Caborca,...",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Murder suspects apprehended at the Arizona-Sonora border,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Traffickers abandon minivan with 220 pounds of Marijuana on the Tamaulipas-Texas...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Texas woman admits to hiding undocumented immigrants,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Kansas City Southern’s will grow stronger with a new US$75 million...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Huamantla in Tlaxcala breaks the Guiness World Record for the largest...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Tlaxcala Governor Lorena Cuellar visits the Consulate of Mexico in New...,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Towerrunning Trail Tlaxcala: an athletic competition going up and down 1,400...",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Armed attack leaves four dead and one injured in Tlalixcoyan, Veracruz",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Veracruz Costa Emeralda a perfect spot for a summer vacation (VIDEO),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"María Fernanda Sosa from Cozumel seeks to reach the top of Pico de Orizaba in Veracruz, the tallest mountain in Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"3 injured and hundreds evacuated after pipeline explosion in Veracruz, Mexico",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Mayan Train: this is how the tracks that will cross the Usumacinta are being placed,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Pemex requests $6.5 billion more funding for the ‘Dos Bocas’ refinery,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"By AMLO’s orders, the Mexican Navy Secretariat lent a helicopter to transport “Pochi”, mascot of the Olmecs of Tabasco",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Google will invest $200 million pesos to train women in Southeast Mexico,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
The 10 AMLO lies at the “inauguration” of Dos Bocas (I),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Who would win the governorship of Yucatan if the elections were held today?,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Merida will host the Latin America’s 50 Best Restaurants 2022 in November,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Mérida is becoming one of the most important tourist destinations in Mexico (VIDEO),0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Botica de mezcales “industrial” mezcal in the center of Mérida, violates health and education laws",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Merida the cultural tourism Mecca in Southeast Mexico,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Video: Violent morning in Zacatecas: Armed group blocks and burns vehicles on the highway,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"American woman dies in Guadalajara, after being shot in Zacatecas",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"After two years, the National Fair of Zacatecas returns in 2022",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
"Tocvan Ventures announced drill results from its Pilar project in Zacatecas, Mexico.",0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
At least 13 people were murdered in the state of Zacatecas during the weekend,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
The Mexico City Post,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
San Luis Potosi Post,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Check out our news outlets.,0,Mexico Daily Post,Mexico,North America,Latin America,https://mexicodailypost.com/,20220831
Juventud Rebelde - Diario de la Juventud Cubana,0,Juventud Rebelde,Cuba,Caribbean,Latin America,https://www.juventudrebelde.cu/en,20220831
